name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Copenhagen,2021-12-01,7.7,-2.5,3.2,3.7,-4.8,-0.7,1.9,91.1,22.911,100,70.83,"rain,snow",0.9,2.8,61.8,39.8,148.1,985.7,83.2,30.7,3.1,0.1,0,,2021-12-01T08:14:54,2021-12-01T15:42:25,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06180099999,D6801,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-02,2.9,-2.8,0.4,-2.8,-7.8,-5.2,-1.3,88.6,6.771,100,54.17,"rain,snow",2.4,6.3,69.8,44.5,330.3,989.6,75.5,30.7,10.5,0.8,1,,2021-12-02T08:16:31,2021-12-02T15:41:36,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-03,4,0.3,1.9,-1,-4,-2.6,0.6,91.3,4.393,100,62.5,"rain,snow",0,4.8,50,29.1,232.5,998.6,83.3,26.8,10.7,0.9,1,,2021-12-03T08:18:05,2021-12-03T15:40:50,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-04,5.1,3.3,4.4,3.6,-1.7,1,3.3,92.2,0.891,100,29.17,rain,0,3.4,49.4,29.3,225.5,998,95,30.4,6.8,0.5,0,,2021-12-04T08:19:36,2021-12-04T15:40:08,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-05,3.2,-1.4,1.1,-2.4,-7.3,-5,-2,80,0.076,100,8.33,"rain,snow",2,4.6,61.8,38.4,60.9,1009.9,75.3,61.3,12.8,1,1,,2021-12-05T08:21:05,2021-12-05T15:39:30,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-06,0.9,-1.6,-0.6,-4.4,-7.7,-6.3,-4.8,73,0,0,0,,0,5.3,46.4,28.1,84.1,1017.6,77.8,63.1,13.2,1,1,,2021-12-06T08:22:31,2021-12-06T15:38:55,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-07,2,0.7,1.5,-2.7,-4.9,-4,-3.6,69,0.085,100,12.5,"rain,snow",0,5.1,43.2,34,128.3,1012.3,99.7,52.4,4.7,0.3,0,,2021-12-07T08:23:55,2021-12-07T15:38:25,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-08,2,1.3,1.7,-3.8,-5.7,-4.8,-1.1,82.1,0.211,100,20.83,"rain,snow",0,4.9,65,42.7,129.5,1006.7,99.6,17.2,2.9,0.1,0,,2021-12-08T08:25:15,2021-12-08T15:37:58,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06180099999,E4498,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999,06156099999"
Copenhagen,2021-12-09,2.3,0.6,1.5,-1.3,-4.8,-3,-0.6,85.8,0.597,100,12.5,"rain,snow",0,4.6,40.7,25.4,119,1006.7,99.6,11,5,0.4,0,,2021-12-09T08:26:32,2021-12-09T15:37:36,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-10,1.7,0.1,1,0.3,-2.7,-1.4,0.1,93.8,5.783,100,62.5,"rain,snow",1.3,5,1.8,15.6,91.1,1000.9,98.5,6.6,6.6,0.5,1,,2021-12-10T08:27:46,2021-12-10T15:37:17,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-11,1.1,0.1,0.5,0.7,-2.1,-0.7,0.3,98.1,2.411,100,70.83,"rain,snow",1.2,6.5,3.6,9.9,251,1009.5,94.6,7.3,5.3,0.5,0,,2021-12-11T08:28:56,2021-12-11T15:37:03,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-12,5,-1.3,2.6,2.7,-4.4,-0.2,2.2,97.1,4.531,100,50,rain,0,4.9,21.1,16.9,187.7,1018.6,94.9,8.5,6,0.4,0,,2021-12-12T08:30:04,2021-12-12T15:36:53,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-13,8,4.6,6.1,5.9,2.6,4.4,6,99,0.663,100,41.67,rain,0,3.2,12.5,20.8,211.3,1022.3,100,3.2,6.8,0.5,0,,2021-12-13T08:31:07,2021-12-13T15:36:47,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-14,7.8,3,5.9,5,0.8,3.1,5.3,96.2,1.517,100,37.5,rain,0,1.4,37.1,24.3,243.5,1021.7,70,16.3,13.7,1.1,1,,2021-12-14T08:32:07,2021-12-14T15:36:45,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-15,9.1,5.6,7.8,6.1,2.1,4.8,6.5,91.3,0.017,100,8.33,rain,0,0.5,44.6,25.3,243.3,1022.7,96.4,18.2,10.7,0.9,1,,2021-12-15T08:33:04,2021-12-15T15:36:47,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-16,8.5,4.6,7,5.5,1.3,3.6,5,87.5,0,0,0,,0,0,50,28.1,287.8,1029.9,33.3,17.6,16.3,1.3,1,,2021-12-16T08:33:57,2021-12-16T15:36:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-17,5.6,4,4.8,3.6,0.3,1.6,4,94.6,0.104,100,12.5,rain,0,0,29.5,20.5,298.3,1035.6,63.5,11.3,13.1,1,1,,2021-12-17T08:34:45,2021-12-17T15:37:05,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-18,6.6,4.6,5.5,3.6,0.9,2.4,4.9,95.9,0.179,100,12.5,rain,0,0,44.6,29.4,282.4,1030.6,76.9,10.8,6.3,0.5,0,,2021-12-18T08:35:31,2021-12-18T15:37:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-19,7.2,3.6,5.3,3.5,-1.2,1.1,1.1,75.2,0.073,100,4.17,rain,0.1,0,58.3,32.6,319.8,1020.3,24.9,43.6,15.4,1.2,1,,2021-12-19T08:36:12,2021-12-19T15:37:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-20,4,-0.4,2.1,2.5,-3,-0.8,-1.5,77.6,0.004,100,4.17,"rain,snow",0.1,0.2,49.7,21.8,339.4,1025,37.2,58.2,15.8,1.3,1,,2021-12-20T08:36:49,2021-12-20T15:38:02,0.54,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,02611099999,06188099999,02635099999"
Copenhagen,2021-12-21,1.1,-2.1,-0.3,-1.7,-5.1,-3.5,-3.7,78.6,0.234,100,20.83,"rain,snow",1.2,0.6,0,17.3,114.1,1026.4,74.7,58.4,12.5,1.1,1,,2021-12-21T08:37:22,2021-12-21T15:38:29,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-22,3,1.4,2.3,2,-1.7,-0.4,1.4,94.4,2.184,100,54.17,"rain,snow",0.7,1.7,18,14.9,230.3,1023.1,99.1,9.5,6.2,0.5,0,,2021-12-22T08:37:51,2021-12-22T15:39:01,0.61,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06180099999,D6801,02615099999,06174099999,E7634,E5732,06170099999,02611099999,06188099999,02635099999"
Copenhagen,2021-12-23,2,-0.1,0.6,0,-3.9,-2,-0.1,95.4,3.18,100,41.67,"rain,snow",0.3,1.5,14.4,15.3,223.5,1009.4,97.5,7.2,6.7,0.6,0,,2021-12-23T08:38:16,2021-12-23T15:39:37,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-24,0.5,-7,-2.4,-2.3,-13,-7.5,-5.6,79.7,0.227,100,12.5,"rain,snow",0.2,1.8,49.3,41.2,333.4,1000.6,54.7,36.6,9.6,0.9,1,,2021-12-24T08:38:37,2021-12-24T15:40:16,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,02611099999,06188099999,02635099999,06156099999,06181099999"
Copenhagen,2021-12-25,-1.1,-8.1,-4,-4.8,-12.3,-8.5,-6.8,81,0,0,0,,0,1.4,32.4,18.6,266.2,1010.8,4.6,47,16,1.3,1,,2021-12-25T08:38:54,2021-12-25T15:41:00,0.71,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-26,-1.3,-6.2,-3.4,-1.6,-10.2,-5.4,-3.8,96.6,0.005,100,4.17,"rain,snow",0,1.2,11.2,16.8,242.8,1013.6,75.2,12.5,8.6,0.8,1,,2021-12-26T08:39:07,2021-12-26T15:41:48,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-27,1.7,-1.9,-0.1,-4.3,-7.5,-5.8,-4.6,72.2,0.012,100,4.17,"rain,snow",0.2,1.2,59.3,35.1,123.9,1010.1,45.7,43.1,15.9,1.4,1,,2021-12-27T08:39:15,2021-12-27T15:42:40,0.75,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain or snow.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-28,2.1,0.4,0.9,-2.4,-6.4,-5.2,-0.2,92.2,0.243,100,20.83,"rain,snow",0.1,1.3,59.3,37.2,131.4,1000.4,99.4,5.3,5.8,0.5,0,,2021-12-28T08:39:19,2021-12-28T15:43:35,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-29,3,1.9,2.3,3,-1.8,0.3,1.6,95.1,0.18,100,16.67,"rain,snow",0,0.9,30.9,14.3,134.1,1003.5,99.9,3.7,5.2,0.5,0,,2021-12-29T08:39:19,2021-12-29T15:44:34,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2021-12-30,8,3.2,5.5,4.6,-1,1.8,5.3,98.3,1.441,100,45.83,rain,0,0.4,25.2,25.2,214.7,1005.5,100,3.4,5.1,0.5,0,,2021-12-30T08:39:16,2021-12-30T15:45:37,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,02611099999,06188099999,02635099999,EKCH"
Copenhagen,2021-12-31,9.7,7.3,8.3,7,4,5.4,8,97.9,16.238,100,66.67,rain,0,0,38.9,26.6,254.3,1007.2,99.7,6.2,6.1,0.4,0,,2021-12-31T08:39:07,2021-12-31T15:46:44,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,D6801,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-01,8,6.4,7.2,8,3.3,4.8,7,98.5,12.13,100,20.83,rain,0,0,38.9,22.1,226,1016.9,99.2,3.1,9.4,0.8,1,,2022-01-01T08:38:55,2022-01-01T15:47:54,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,02615099999,06174099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-02,9.2,7.7,8.7,7.2,4.3,5.9,8.3,97.7,13.084,100,25,rain,0,0,,25.7,229.2,1005.4,98.8,7.7,3.2,0.1,0,,2022-01-02T08:38:39,2022-01-02T15:49:07,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999"
Copenhagen,2022-01-03,8.2,6.4,7.1,4.9,2.1,3.5,5.9,91.9,1.222,100,8.33,rain,0,0,40.7,28.4,232.9,998.5,91.6,17.7,10.6,0.9,1,,2022-01-03T08:38:19,2022-01-03T15:50:24,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06180099999,E7634,E5732,06170099999,06188099999"
Copenhagen,2022-01-04,6.6,2,3.8,3.9,-2.6,1,2.4,90.9,3.222,100,25,rain,0,0,43.4,30.2,242.6,991.3,76.5,30.1,9,0.7,0,,2022-01-04T08:37:54,2022-01-04T15:51:44,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999"
Copenhagen,2022-01-05,4.3,0.4,2.6,0.1,-6.5,-2.2,0.8,88.1,4.118,100,20.83,"rain,snow",0,0,57,36.6,253.1,990.8,73.3,35.2,11.7,1,1,,2022-01-05T08:37:26,2022-01-05T15:53:08,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-06,2.3,-2,-0.5,-1.5,-7.6,-4.8,-4.8,72.9,0,0,0,,0,0,62.9,38.9,298.8,1011.2,8,53,19.3,1.7,2,,2022-01-06T08:36:54,2022-01-06T15:54:34,0.12,Clear,Clear conditions throughout the day.,clear-day,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-07,2.8,-0.9,1.8,-0.7,-4.8,-2.5,0.9,94,3.171,100,41.67,"rain,snow",0,0,28.8,25.1,204.4,1008.1,91.6,11.8,4.8,0.4,0,,2022-01-07T08:36:17,2022-01-07T15:56:03,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-08,3.8,1.1,2.5,-0.9,-4.8,-2,1.3,91.4,2.072,100,25,"rain,snow",0,0,40.7,28.2,208.5,1002.8,90.9,20.2,7.9,0.6,0,,2022-01-08T08:35:38,2022-01-08T15:57:35,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-09,3.2,1.9,2.5,-0.8,-4,-2.8,-0.3,81.9,0.055,100,8.33,"rain,snow",0,0,38.9,32.3,134.3,999.1,95.5,27.6,8.7,0.7,1,,2022-01-09T08:34:54,2022-01-09T15:59:10,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"06180099999,D6801,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-10,4.2,1.3,2.4,0.3,-2.9,-1.8,-0.4,81.8,0,0,0,,0,0,37.1,21,94.2,1022.3,49,21.6,28.7,2.4,2,10,2022-01-10T08:34:06,2022-01-10T16:00:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-11,2.2,0.1,1.5,-2.1,-4.1,-3.1,-0.4,87.5,0.016,100,4.17,rain,0,0,34.9,22.8,176.1,1033.1,72.5,15.6,10.1,0.9,0,10,2022-01-11T08:33:15,2022-01-11T16:02:27,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-12,6.7,1.3,3.7,2.4,-1.9,0.2,3.1,95.5,0.655,100,29.17,"rain,snow",0,0,50,29.1,252.1,1031.9,96,9.9,13.6,1.1,0,10,2022-01-12T08:32:21,2022-01-12T16:04:10,0.32,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-13,8.8,6.7,7.6,5,1.9,3.3,5.5,86.7,0.507,100,12.5,rain,0,0,65.4,40.1,270.4,1026.6,83.8,27.9,22.3,2,1,10,2022-01-13T08:31:23,2022-01-13T16:05:54,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-14,8.6,0.1,6.2,4.3,-3.3,2.1,2.3,76.5,0.395,100,12.5,rain,0,0,65.8,42.7,287.9,1024.2,40.3,25.9,31.4,2.7,2,10,2022-01-14T08:30:21,2022-01-14T16:07:41,0.38,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-15,3.1,-2.8,0.6,0.7,-6.2,-2.3,-0.2,94.3,0.079,100,4.17,rain,0,0,28.1,15.1,255.8,1026.4,54.9,12,31.1,2.7,2,10,2022-01-15T08:29:16,2022-01-15T16:09:30,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-16,6.5,2.2,3.9,1.8,-2.3,-0.4,2.2,89.3,0.354,100,20.83,rain,0,0,68.8,40,248.9,1014.1,89,13.9,7.4,0.7,0,10,2022-01-16T08:28:08,2022-01-16T16:11:21,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-17,7,1,4.2,1.7,-3.9,-0.9,-1.3,68.7,1.309,100,16.67,rain,0,0,92.6,51.4,298.1,1016.5,31.7,34.4,31.1,2.6,2,10,2022-01-17T08:26:57,2022-01-17T16:13:13,0.48,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-18,5.5,-1.2,2,1.9,-4.9,-1.3,1,93.1,0.462,100,16.67,"rain,snow",0,0,53.3,18.3,261.8,1030.8,61.9,22.3,14.9,1.3,1,10,2022-01-18T08:25:42,2022-01-18T16:15:08,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-19,4.4,2.8,3.5,-1.3,-3.2,-1.9,1.9,89.7,1.263,100,20.83,rain,0.2,0.1,71.5,40.7,239.8,1015,88,10,14.8,1.5,1,10,2022-01-19T08:24:24,2022-01-19T16:17:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-20,2.8,-0.4,1.3,-2.6,-7.9,-4.7,-6.5,56.9,0.833,100,29.17,"rain,snow",0.1,0.2,72.1,45.5,319.5,1010.6,74.1,40.4,19,1.6,1,10,2022-01-20T08:23:04,2022-01-20T16:19:01,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-21,4.1,0.4,2.6,1.7,-4.3,-1.7,-2.2,72.3,0.06,100,8.33,rain,0,0.6,51.8,25.9,304.2,1021.1,48.3,41.1,32.6,2.7,2,10,2022-01-21T08:21:40,2022-01-21T16:21:00,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,D6801,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-22,3.3,-1.3,1.4,1.4,-3.8,-0.9,-1.9,79.4,0.005,100,4.17,rain,0,0,27,17.1,288,1026.5,75.4,50.4,34,3,2,10,2022-01-22T08:20:14,2022-01-22T16:23:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-23,7,3.4,5.4,4.7,0.3,2.7,4.7,95.2,0.165,100,25,rain,0,0,38.5,23.2,283.9,1030,99.5,15.3,14.5,1.3,1,10,2022-01-23T08:18:44,2022-01-23T16:25:02,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-24,5.8,4.6,5.3,2.8,0.9,1.8,3.7,89.6,0.062,100,16.67,rain,0,0,46.4,23.9,262.6,1030.7,99.8,21.4,6.3,0.7,0,10,2022-01-24T08:17:12,2022-01-24T16:27:05,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-25,6.3,2.1,5.1,3,0,2.1,3.2,87.5,0.239,100,12.5,rain,0,0,47.5,21.2,282.2,1027.7,85.2,26.5,30.5,2.7,2,10,2022-01-25T08:15:38,2022-01-25T16:29:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-26,6.2,4.4,5.4,2.5,-0.9,1.1,3.9,90,1.715,100,41.67,rain,0,0,53.6,33.6,259,1020.3,93.7,16.4,13,1,1,10,2022-01-26T08:14:01,2022-01-26T16:31:13,0.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-27,8.1,4.6,6.1,3.2,-1.5,1,3.3,82.6,2.901,100,58.33,rain,0,0,86.4,52.2,261.6,1004.2,92.9,22,24.3,2,2,10,2022-01-27T08:12:21,2022-01-27T16:33:18,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-28,5.6,1.1,4.3,1.5,-2.4,0.1,-2.5,63.3,0,0,0,,0,0,82,33.9,310.2,1019.2,39.4,46.1,46.4,4.1,3,10,2022-01-28T08:10:39,2022-01-28T16:35:25,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-29,8.5,3.3,6.1,3.6,-1.2,1.2,3.9,86.7,7.196,100,62.5,rain,0,0,103.4,60,248.9,1003.2,94.6,12.8,7.3,0.4,0,10,2022-01-29T08:08:55,2022-01-29T16:37:32,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-30,7.3,1.7,5.5,2.1,-1.9,0.2,-1.7,60.4,0.632,100,12.5,rain,0,0,105.5,58.5,301.4,1004.8,33.2,27.4,48.5,4.2,3,10,2022-01-30T08:07:08,2022-01-30T16:39:39,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-01-31,2.1,-2.5,0.5,2.1,-6.3,-1.6,-2.9,78.4,0.067,100,4.17,"rain,snow",0.2,0.1,26.3,10.2,326.9,1007.4,73.2,34.9,23.6,2.1,1,10,2022-01-31T08:05:19,2022-01-31T16:41:47,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-02-01,6.2,-2.9,2.2,1.7,-6,-2.1,0.7,89.8,5.855,100,62.5,"rain,snow",0.1,0.3,67.5,31.3,261.1,998.8,80.3,24,11.2,1,0,10,2022-02-01T08:03:28,2022-02-01T16:43:56,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-02-02,4.7,-0.2,2.4,0.9,-3.6,-1.4,0.1,85.1,2.332,100,37.5,"rain,snow",0,0.3,67.5,24,314.6,1004.5,86.4,39.8,27.9,2.4,2,10,2022-02-02T08:01:35,2022-02-02T16:46:05,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-02-03,6.2,2,4.2,2.7,-1.7,0.9,3.8,97.3,6.928,100,54.17,"rain,snow",0,0,43.2,22.1,221.7,1010.1,93.7,8.7,10.5,0.8,0,10,2022-02-03T07:59:39,2022-02-03T16:48:15,0.07,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,02615099999,E7634,E5732,06170099999,02611099999,06188099999,02635099999,EKCH"
Copenhagen,2022-02-04,6.3,1.7,5,2.7,-2.7,1.2,4.3,94.9,6.221,100,45.83,"rain,snow",0,0,48.2,26.3,221.8,1001,98.6,10.2,6.9,0.6,0,10,2022-02-04T07:57:42,2022-02-04T16:50:24,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06180099999,02615099999,E7634,E5732,06170099999,06188099999,02635099999"
Copenhagen,2022-02-05,5.7,1.8,3.6,0.7,-3.3,-1.4,1.2,84.5,0.209,100,12.5,rain,0,0,62.7,40.9,244,1003.7,54,29,43.1,3.8,3,10,2022-02-05T07:55:43,2022-02-05T16:52:34,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,E7634,E5732,06170099999,06188099999,02635099999"
