"STATION","NAME","DATE","PRCP","TMAX","TMIN", "PRICES"
"SWE00137534","MALMO A, SW","2013-03-25","0.00","36","22"
"SWE00137534","MALMO A, SW","2013-03-26","0.00","40","17"
"SWE00137534","MALMO A, SW","2013-03-27","0.00","40","20"
"SWE00137534","MALMO A, SW","2013-03-28","0.00","40","24"
"SWE00137534","MALMO A, SW","2013-03-29","0.01","35","29"
"SWE00137534","MALMO A, SW","2013-03-30","0.00","36","28"
"SWE00137534","MALMO A, SW","2013-03-31","0.00","42","20"
"SWE00137534","MALMO A, SW","2013-04-01","0.00","46","19"
"SWE00137534","MALMO A, SW","2013-04-02","0.00","47","20"
"SWE00137534","MALMO A, SW","2013-04-03","0.00","46","22"
"SWE00137534","MALMO A, SW","2013-04-04","0.00","47","20"
"SWE00137534","MALMO A, SW","2013-04-05","0.00","44","27"
"SWE00137534","MALMO A, SW","2013-04-06","0.00","47","22"
"SWE00137534","MALMO A, SW","2013-04-07","0.11","45","34"
"SWE00137534","MALMO A, SW","2013-04-08","0.00","46","33"
"SWE00137534","MALMO A, SW","2013-04-09","0.00","44","23"
"SWE00137534","MALMO A, SW","2013-04-10","0.00","45","31"
"SWE00137534","MALMO A, SW","2013-04-11","0.07","41","34"
"SWE00137534","MALMO A, SW","2013-04-12","0.01","45","36"
"SWE00137534","MALMO A, SW","2013-04-13","0.00","45","38"
"SWE00137534","MALMO A, SW","2013-04-14","0.00","52","31"
"SWE00137534","MALMO A, SW","2013-04-15","0.16","64","47"
"SWE00137534","MALMO A, SW","2013-04-16","0.04","62","48"
"SWE00137534","MALMO A, SW","2013-04-17","0.16","61","44"
"SWE00137534","MALMO A, SW","2013-04-18","0.00","61","48"
"SWE00137534","MALMO A, SW","2013-04-19","0.00","52","44"
"SWE00137534","MALMO A, SW","2013-04-20","0.00","57","39"
"SWE00137534","MALMO A, SW","2013-04-21","0.00","53","29"
"SWE00137534","MALMO A, SW","2013-04-22","0.00","54","42"
"SWE00137534","MALMO A, SW","2013-04-23","0.00","57","43"
"SWE00137534","MALMO A, SW","2013-04-24","0.01","60","42"
"SWE00137534","MALMO A, SW","2013-04-25","0.11","57","42"
"SWE00137534","MALMO A, SW","2013-04-26","0.05","52","42"
"SWE00137534","MALMO A, SW","2013-04-27","0.00","54","41"
"SWE00137534","MALMO A, SW","2013-04-28","0.00","54","37"
"SWE00137534","MALMO A, SW","2013-04-29","0.00","56","41"
"SWE00137534","MALMO A, SW","2013-04-30","0.00","56","42"
"SWE00137534","MALMO A, SW","2013-05-01","0.00","54","38"
"SWE00137534","MALMO A, SW","2013-05-02","0.00","54","32"
"SWE00137534","MALMO A, SW","2013-05-03","0.00","58","29"
"SWE00137534","MALMO A, SW","2013-05-04","0.00","65","35"
"SWE00137534","MALMO A, SW","2013-05-05","0.00","62","45"
"SWE00137534","MALMO A, SW","2013-05-06","0.00","66","40"
"SWE00137534","MALMO A, SW","2013-05-07","0.24","73","40"
"SWE00137534","MALMO A, SW","2013-05-08","0.00","67","51"
"SWE00137534","MALMO A, SW","2013-05-09","0.00","70","51"
"SWE00137534","MALMO A, SW","2013-05-10","0.00","65","48"
"SWE00137534","MALMO A, SW","2013-05-11","0.01","63","48"
"SWE00137534","MALMO A, SW","2013-05-12","0.00","61","42"
"SWE00137534","MALMO A, SW","2013-05-13","0.09","58","44"
"SWE00137534","MALMO A, SW","2013-05-14","0.00","58","44"
"SWE00137534","MALMO A, SW","2013-05-15","0.00","69","46"
"SWE00137534","MALMO A, SW","2013-05-16","0.00","74","57"
"SWE00137534","MALMO A, SW","2013-05-17","0.00","77","55"
"SWE00137534","MALMO A, SW","2013-05-18","0.00","81","55"
"SWE00137534","MALMO A, SW","2013-05-19","0.46","67","53"
"SWE00137534","MALMO A, SW","2013-05-20","0.00","69","52"
"SWE00137534","MALMO A, SW","2013-05-21","0.09","58","53"
"SWE00137534","MALMO A, SW","2013-05-22","0.28","57","49"
"SWE00137534","MALMO A, SW","2013-05-23","0.00","57","44"
"SWE00137534","MALMO A, SW","2013-05-24","0.20","64","36"
"SWE00137534","MALMO A, SW","2013-05-25","0.01","67","52"
"SWE00137534","MALMO A, SW","2013-05-26","0.09","61","52"
"SWE00137534","MALMO A, SW","2013-05-27","0.01","68","44"
"SWE00137534","MALMO A, SW","2013-05-28","0.00","70","55"
"SWE00137534","MALMO A, SW","2013-05-29","0.06","63","51"
"SWE00137534","MALMO A, SW","2013-05-30","0.00","73","50"
"SWE00137534","MALMO A, SW","2013-05-31","0.00","75","49"
"SWE00137534","MALMO A, SW","2013-06-01","0.88","76","52"
"SWE00137534","MALMO A, SW","2013-06-02","0.00","62","55"
"SWE00137534","MALMO A, SW","2013-06-03","0.00","65","52"
"SWE00137534","MALMO A, SW","2013-06-04","0.00","67","51"
"SWE00137534","MALMO A, SW","2013-06-05","0.00","66","44"
"SWE00137534","MALMO A, SW","2013-06-06","0.00","68","39"
"SWE00137534","MALMO A, SW","2013-06-07","0.00","74","44"
"SWE00137534","MALMO A, SW","2013-06-08","0.00","66","48"
"SWE00137534","MALMO A, SW","2013-06-09","0.00","65","53"
"SWE00137534","MALMO A, SW","2013-06-10","0.00","69","44"
"SWE00137534","MALMO A, SW","2013-06-11","0.00","73","52"
"SWE00137534","MALMO A, SW","2013-06-12","0.02","69","52"
"SWE00137534","MALMO A, SW","2013-06-13","0.74","67","60"
"SWE00137534","MALMO A, SW","2013-06-14","0.00","65","55"
"SWE00137534","MALMO A, SW","2013-06-15","0.57","68","47"
"SWE00137534","MALMO A, SW","2013-06-16","0.10","62","51"
"SWE00137534","MALMO A, SW","2013-06-17","0.00","68","54"
"SWE00137534","MALMO A, SW","2013-06-18","0.00","74","56"
"SWE00137534","MALMO A, SW","2013-06-19","0.36","72","54"
"SWE00137534","MALMO A, SW","2013-06-20","0.00","81","62"
"SWE00137534","MALMO A, SW","2013-06-21","0.00","76","61"
"SWE00137534","MALMO A, SW","2013-06-22","0.03","69","61"
"SWE00137534","MALMO A, SW","2013-06-23","0.06","70","60"
"SWE00137534","MALMO A, SW","2013-06-24","0.00","69","56"
"SWE00137534","MALMO A, SW","2013-06-25","0.35","65","56"
"SWE00137534","MALMO A, SW","2013-06-26","0.04","61","56"
"SWE00137534","MALMO A, SW","2013-06-27","0.08","63","55"
"SWE00137534","MALMO A, SW","2013-06-28","0.18","65","47"
"SWE00137534","MALMO A, SW","2013-06-29","0.31","62","53"
"SWE00137534","MALMO A, SW","2013-06-30","0.03","63","53"
"SWE00137534","MALMO A, SW","2013-07-01","0.00","66","52"
"SWE00137534","MALMO A, SW","2013-07-02","0.00","66","49"
"SWE00137534","MALMO A, SW","2013-07-03","0.02","70","52"
"SWE00137534","MALMO A, SW","2013-07-04","0.00","74","60"
"SWE00137534","MALMO A, SW","2013-07-05","0.00","72","59"
"SWE00137534","MALMO A, SW","2013-07-06","0.00","71","56"
"SWE00137534","MALMO A, SW","2013-07-07","0.00","74","51"
"SWE00137534","MALMO A, SW","2013-07-08","0.00","74","54"
"SWE00137534","MALMO A, SW","2013-07-09","0.00","76","49"
"SWE00137534","MALMO A, SW","2013-07-10","0.00","72","59"
"SWE00137534","MALMO A, SW","2013-07-11","0.00","71","56"
"SWE00137534","MALMO A, SW","2013-07-12","0.00","76","50"
"SWE00137534","MALMO A, SW","2013-07-13","0.00","76","55"
"SWE00137534","MALMO A, SW","2013-07-14","0.00","69","58"
"SWE00137534","MALMO A, SW","2013-07-15","0.00","69","57"
"SWE00137534","MALMO A, SW","2013-07-16","0.00","72","62"
"SWE00137534","MALMO A, SW","2013-07-17","0.00","75","60"
"SWE00137534","MALMO A, SW","2013-07-18","0.00","77","62"
"SWE00137534","MALMO A, SW","2013-07-19","0.00","74","64"
"SWE00137534","MALMO A, SW","2013-07-20","0.00","79","47"
"SWE00137534","MALMO A, SW","2013-07-21","0.00","81","54"
"SWE00137534","MALMO A, SW","2013-07-22","0.00","81","51"
"SWE00137534","MALMO A, SW","2013-07-23","0.00","76","51"
"SWE00137534","MALMO A, SW","2013-07-24","0.00","80","51"
"SWE00137534","MALMO A, SW","2013-07-25","0.00","76","54"
"SWE00137534","MALMO A, SW","2013-07-26","0.00","81","59"
"SWE00137534","MALMO A, SW","2013-07-27","0.05","82","58"
"SWE00137534","MALMO A, SW","2013-07-28","0.01","85","65"
"SWE00137534","MALMO A, SW","2013-07-29","0.04","79","60"
"SWE00137534","MALMO A, SW","2013-07-30","0.96","76","63"
"SWE00137534","MALMO A, SW","2013-07-31","0.01","74","58"
"SWE00137534","MALMO A, SW","2013-08-01","0.00","71","58"
"SWE00137534","MALMO A, SW","2013-08-02","0.00","80","61"
"SWE00137534","MALMO A, SW","2013-08-03","0.00","83","66"
"SWE00137534","MALMO A, SW","2013-08-04","0.00","76","58"
"SWE00137534","MALMO A, SW","2013-08-05","0.00","78","56"
"SWE00137534","MALMO A, SW","2013-08-06","0.00","82","63"
"SWE00137534","MALMO A, SW","2013-08-07","0.00","75","62"
"SWE00137534","MALMO A, SW","2013-08-08","0.14","75","62"
"SWE00137534","MALMO A, SW","2013-08-09","0.00","74","61"
"SWE00137534","MALMO A, SW","2013-08-10","0.06","73","52"
"SWE00137534","MALMO A, SW","2013-08-11","0.00","70","59"
"SWE00137534","MALMO A, SW","2013-08-12","0.11","68","57"
"SWE00137534","MALMO A, SW","2013-08-13","0.63","68","57"
"SWE00137534","MALMO A, SW","2013-08-14","0.36","62","53"
"SWE00137534","MALMO A, SW","2013-08-15","0.03","70","53"
"SWE00137534","MALMO A, SW","2013-08-16","0.00","72","58"
"SWE00137534","MALMO A, SW","2013-08-17","0.00","72","61"
"SWE00137534","MALMO A, SW","2013-08-18","0.10","72","60"
"SWE00137534","MALMO A, SW","2013-08-19","0.00","69","53"
"SWE00137534","MALMO A, SW","2013-08-20","0.00","70","50"
"SWE00137534","MALMO A, SW","2013-08-21","0.01","69","53"
"SWE00137534","MALMO A, SW","2013-08-22","0.00","73","58"
"SWE00137534","MALMO A, SW","2013-08-23","0.00","73","50"
"SWE00137534","MALMO A, SW","2013-08-24","0.00","69","47"
"SWE00137534","MALMO A, SW","2013-08-25","0.00","73","48"
"SWE00137534","MALMO A, SW","2013-08-26","0.00","70","48"
"SWE00137534","MALMO A, SW","2013-08-27","0.00","73","48"
"SWE00137534","MALMO A, SW","2013-08-28","0.00","74","47"
"SWE00137534","MALMO A, SW","2013-08-29","0.00","68","51"
"SWE00137534","MALMO A, SW","2013-08-30","0.04","71","55"
"SWE00137534","MALMO A, SW","2013-08-31","0.03","71","60"
"SWE00137534","MALMO A, SW","2013-09-01","0.04","65","54"
"SWE00137534","MALMO A, SW","2013-09-02","0.12","67","55"
"SWE00137534","MALMO A, SW","2013-09-03","0.00","70","49"
"SWE00137534","MALMO A, SW","2013-09-04","0.00","65","57"
"SWE00137534","MALMO A, SW","2013-09-05","0.00","70","55"
"SWE00137534","MALMO A, SW","2013-09-06","0.00","72","56"
"SWE00137534","MALMO A, SW","2013-09-07","0.00","74","59"
"SWE00137534","MALMO A, SW","2013-09-08","0.00","72","56"
"SWE00137534","MALMO A, SW","2013-09-09","0.17","70","54"
"SWE00137534","MALMO A, SW","2013-09-10","0.83","65","49"
"SWE00137534","MALMO A, SW","2013-09-11","0.17","64","51"
"SWE00137534","MALMO A, SW","2013-09-12","0.00","66","49"
"SWE00137534","MALMO A, SW","2013-09-13","0.00","69","44"
"SWE00137534","MALMO A, SW","2013-09-14","0.20","69","46"
"SWE00137534","MALMO A, SW","2013-09-15","0.18","64","57"
"SWE00137534","MALMO A, SW","2013-09-16","0.09","60","54"
"SWE00137534","MALMO A, SW","2013-09-17","0.00","60","47"
"SWE00137534","MALMO A, SW","2013-09-18","0.40","59","44"
"SWE00137534","MALMO A, SW","2013-09-19","0.01","62","40"
"SWE00137534","MALMO A, SW","2013-09-20","0.00","62","45"
"SWE00137534","MALMO A, SW","2013-09-21","0.00","63","42"
"SWE00137534","MALMO A, SW","2013-09-22","0.01","64","55"
"SWE00137534","MALMO A, SW","2013-09-23","0.00","64","56"
"SWE00137534","MALMO A, SW","2013-09-24","0.00","61","43"
"SWE00137534","MALMO A, SW","2013-09-25","0.00","56","35"
"SWE00137534","MALMO A, SW","2013-09-26","0.01","57","41"
"SWE00137534","MALMO A, SW","2013-09-27","0.00","56","42"
"SWE00137534","MALMO A, SW","2013-09-28","0.00","59","41"
"SWE00137534","MALMO A, SW","2013-09-29","0.00","59","35"
"SWE00137534","MALMO A, SW","2013-09-30","0.01","54","39"
"SWE00137534","MALMO A, SW","2013-10-01","0.00","57","37"
"SWE00137534","MALMO A, SW","2013-10-02","0.00","54","37"
"SWE00137534","MALMO A, SW","2013-10-03","0.00","53","42"
"SWE00137534","MALMO A, SW","2013-10-04","0.06","54","44"
"SWE00137534","MALMO A, SW","2013-10-05","0.00","58","48"
"SWE00137534","MALMO A, SW","2013-10-06","0.00","61","52"
"SWE00137534","MALMO A, SW","2013-10-07","0.00","60","51"
"SWE00137534","MALMO A, SW","2013-10-08","0.00","62","48"
"SWE00137534","MALMO A, SW","2013-10-09","0.09","62","54"
"SWE00137534","MALMO A, SW","2013-10-10","0.02","56","50"
"SWE00137534","MALMO A, SW","2013-10-11","0.00","58","50"
"SWE00137534","MALMO A, SW","2013-10-12","0.03","56","49"
"SWE00137534","MALMO A, SW","2013-10-13","0.66","54","50"
"SWE00137534","MALMO A, SW","2013-10-14","0.00","55","47"
"SWE00137534","MALMO A, SW","2013-10-15","0.00","57","44"
"SWE00137534","MALMO A, SW","2013-10-16","0.00","53","47"
"SWE00137534","MALMO A, SW","2013-10-17","0.17","54","47"
"SWE00137534","MALMO A, SW","2013-10-18","0.00","52","36"
"SWE00137534","MALMO A, SW","2013-10-19","0.29","47","30"
"SWE00137534","MALMO A, SW","2013-10-20","0.20","58","45"
"SWE00137534","MALMO A, SW","2013-10-21","0.71","56","50"
"SWE00137534","MALMO A, SW","2013-10-22","0.00","63","53"
"SWE00137534","MALMO A, SW","2013-10-23","0.01","63","56"
"SWE00137534","MALMO A, SW","2013-10-24","0.03","60","50"
"SWE00137534","MALMO A, SW","2013-10-25","0.07","56","44"
"SWE00137534","MALMO A, SW","2013-10-26","0.00","60","52"
"SWE00137534","MALMO A, SW","2013-10-27","0.07","62","54"
"SWE00137534","MALMO A, SW","2013-10-28","0.15","60","52"
"SWE00137534","MALMO A, SW","2013-10-29","0.22","55","46"
"SWE00137534","MALMO A, SW","2013-10-30","0.00","53","47"
"SWE00137534","MALMO A, SW","2013-10-31","0.24","54","47"
"SWE00137534","MALMO A, SW","2013-11-01","0.11","53","48"
"SWE00137534","MALMO A, SW","2013-11-02","0.29","51","45"
"SWE00137534","MALMO A, SW","2013-11-03","0.15","52","42"
"SWE00137534","MALMO A, SW","2013-11-04","0.41","48","44"
"SWE00137534","MALMO A, SW","2013-11-05","0.00","51","43"
"SWE00137534","MALMO A, SW","2013-11-06","0.00","46","35"
"SWE00137534","MALMO A, SW","2013-11-07","0.05","48","37"
"SWE00137534","MALMO A, SW","2013-11-08","0.13","52","44"
"SWE00137534","MALMO A, SW","2013-11-09","0.37","50","43"
"SWE00137534","MALMO A, SW","2013-11-10","0.67","47","40"
"SWE00137534","MALMO A, SW","2013-11-11","0.00","47","38"
"SWE00137534","MALMO A, SW","2013-11-12","0.34","46","40"
"SWE00137534","MALMO A, SW","2013-11-13","0.00","49","44"
"SWE00137534","MALMO A, SW","2013-11-14","0.00","49","41"
"SWE00137534","MALMO A, SW","2013-11-15","0.00","47","35"
"SWE00137534","MALMO A, SW","2013-11-16","0.00","51","46"
"SWE00137534","MALMO A, SW","2013-11-17","0.00","50","36"
"SWE00137534","MALMO A, SW","2013-11-18","0.02","45","31"
"SWE00137534","MALMO A, SW","2013-11-19","0.06","45","43"
"SWE00137534","MALMO A, SW","2013-11-20","0.03","43","34"
"SWE00137534","MALMO A, SW","2013-11-21","0.00","40","36"
"SWE00137534","MALMO A, SW","2013-11-22","0.01","41","38"
"SWE00137534","MALMO A, SW","2013-11-23","0.00","43","37"
"SWE00137534","MALMO A, SW","2013-11-24","0.00","44","35"
"SWE00137534","MALMO A, SW","2013-11-25","0.00","38","28"
"SWE00137534","MALMO A, SW","2013-11-26","0.04","39","24"
"SWE00137534","MALMO A, SW","2013-11-27","0.00","48","29"
"SWE00137534","MALMO A, SW","2013-11-28","0.00","48","44"
"SWE00137534","MALMO A, SW","2013-11-29","0.28","45","36"
"SWE00137534","MALMO A, SW","2013-11-30","0.00","41","37"
"SWE00137534","MALMO A, SW","2013-12-01","0.00","48","39"
"SWE00137534","MALMO A, SW","2013-12-02","0.00","45","27"
"SWE00137534","MALMO A, SW","2013-12-03","0.02","42","39"
"SWE00137534","MALMO A, SW","2013-12-04","0.08","45","41"
"SWE00137534","MALMO A, SW","2013-12-05","0.21","42","38"
"SWE00137534","MALMO A, SW","2013-12-06","0.22","41","32"
"SWE00137534","MALMO A, SW","2013-12-07","0.04","37","30"
"SWE00137534","MALMO A, SW","2013-12-08","0.43","44","21"
"SWE00137534","MALMO A, SW","2013-12-09","0.04","46","37"
"SWE00137534","MALMO A, SW","2013-12-10","0.02","46","38"
"SWE00137534","MALMO A, SW","2013-12-11","0.00","45","41"
"SWE00137534","MALMO A, SW","2013-12-12","0.02","44","36"
"SWE00137534","MALMO A, SW","2013-12-13","0.30","42","38"
"SWE00137534","MALMO A, SW","2013-12-14","0.00","42","36"
"SWE00137534","MALMO A, SW","2013-12-15","0.07","46","39"
"SWE00137534","MALMO A, SW","2013-12-16","0.06","46","43"
"SWE00137534","MALMO A, SW","2013-12-17","0.14","47","38"
"SWE00137534","MALMO A, SW","2013-12-18","0.00","42","30"
"SWE00137534","MALMO A, SW","2013-12-19","0.08","43","39"
"SWE00137534","MALMO A, SW","2013-12-20","0.03","44","35"
"SWE00137534","MALMO A, SW","2013-12-21","0.11","43","40"
"SWE00137534","MALMO A, SW","2013-12-22","0.03","45","41"
"SWE00137534","MALMO A, SW","2013-12-23","0.15","45","39"
"SWE00137534","MALMO A, SW","2013-12-24","0.07","50","41"
"SWE00137534","MALMO A, SW","2013-12-25","0.00","50","43"
"SWE00137534","MALMO A, SW","2013-12-26","0.10","44","29"
"SWE00137534","MALMO A, SW","2013-12-27","0.28","43","40"
"SWE00137534","MALMO A, SW","2013-12-28","0.16","44","41"
"SWE00137534","MALMO A, SW","2013-12-29","0.00","42","38"
"SWE00137534","MALMO A, SW","2013-12-30","0.00","43","39"
"SWE00137534","MALMO A, SW","2013-12-31","0.00","42","37"
"SWE00137534","MALMO A, SW","2014-01-01","0.00","39","35"
"SWE00137534","MALMO A, SW","2014-01-02","0.24","40","36"
"SWE00137534","MALMO A, SW","2014-01-03","0.09","44","40"
"SWE00137534","MALMO A, SW","2014-01-04","0.00","45","38"
"SWE00137534","MALMO A, SW","2014-01-05","0.03","43","39"
"SWE00137534","MALMO A, SW","2014-01-06","0.25","44","37"
"SWE00137534","MALMO A, SW","2014-01-07","0.00","47","43"
"SWE00137534","MALMO A, SW","2014-01-08","0.04","47","44"
"SWE00137534","MALMO A, SW","2014-01-09","0.47","47","42"
"SWE00137534","MALMO A, SW","2014-01-10","0.18","46","40"
"SWE00137534","MALMO A, SW","2014-01-11","0.32","43","41"
"SWE00137534","MALMO A, SW","2014-01-12","0.00","42","33"
"SWE00137534","MALMO A, SW","2014-01-13","0.05","33","22"
"SWE00137534","MALMO A, SW","2014-01-14","0.00","39","33"
"SWE00137534","MALMO A, SW","2014-01-15","0.00","37","34"
"SWE00137534","MALMO A, SW","2014-01-16","0.20","36","32"
"SWE00137534","MALMO A, SW","2014-01-17","0.06","34","32"
"SWE00137534","MALMO A, SW","2014-01-18","0.02","34","33"
"SWE00137534","MALMO A, SW","2014-01-19","0.00","35","33"
"SWE00137534","MALMO A, SW","2014-01-20","0.00","34","33"
"SWE00137534","MALMO A, SW","2014-01-21","0.00","33","32"
"SWE00137534","MALMO A, SW","2014-01-22","0.00","33","29"
"SWE00137534","MALMO A, SW","2014-01-23","0.00","32","28"
"SWE00137534","MALMO A, SW","2014-01-24","0.00","29","23"
"SWE00137534","MALMO A, SW","2014-01-25","0.01","26","21"
"SWE00137534","MALMO A, SW","2014-01-26","0.01","26","19"
"SWE00137534","MALMO A, SW","2014-01-27","0.17","29","20"
"SWE00137534","MALMO A, SW","2014-01-28","0.02","31","28"
"SWE00137534","MALMO A, SW","2014-01-29","0.02","31","22"
"SWE00137534","MALMO A, SW","2014-01-30","0.01","27","22"
"SWE00137534","MALMO A, SW","2014-01-31","0.04","29","26"
"SWE00137534","MALMO A, SW","2014-02-01","0.07","36","29"
"SWE00137534","MALMO A, SW","2014-02-02","0.00","40","35"
"SWE00137534","MALMO A, SW","2014-02-03","0.00","36","29"
"SWE00137534","MALMO A, SW","2014-02-04","0.00","37","29"
"SWE00137534","MALMO A, SW","2014-02-05","0.00","37","29"
"SWE00137534","MALMO A, SW","2014-02-06","0.02","41","32"
"SWE00137534","MALMO A, SW","2014-02-07","0.31","43","37"
"SWE00137534","MALMO A, SW","2014-02-08","0.42","44","37"
"SWE00137534","MALMO A, SW","2014-02-09","0.06","43","39"
"SWE00137534","MALMO A, SW","2014-02-10","0.00","43","36"
"SWE00137534","MALMO A, SW","2014-02-11","0.09","38","34"
"SWE00137534","MALMO A, SW","2014-02-12","0.08","42","35"
"SWE00137534","MALMO A, SW","2014-02-13","0.31","44","33"
"SWE00137534","MALMO A, SW","2014-02-14","0.09","42","34"
"SWE00137534","MALMO A, SW","2014-02-15","0.02","48","35"
"SWE00137534","MALMO A, SW","2014-02-16","0.01","47","40"
"SWE00137534","MALMO A, SW","2014-02-17","0.00","45","36"
"SWE00137534","MALMO A, SW","2014-02-18","0.03","45","32"
"SWE00137534","MALMO A, SW","2014-02-19","0.11","41","37"
"SWE00137534","MALMO A, SW","2014-02-20","0.06","44","40"
"SWE00137534","MALMO A, SW","2014-02-21","0.17","47","41"
"SWE00137534","MALMO A, SW","2014-02-22","0.01","43","36"
"SWE00137534","MALMO A, SW","2014-02-23","0.00","46","37"
"SWE00137534","MALMO A, SW","2014-02-24","0.00","47","37"
"SWE00137534","MALMO A, SW","2014-02-25","0.00","44","36"
"SWE00137534","MALMO A, SW","2014-02-26","0.01","45","36"
"SWE00137534","MALMO A, SW","2014-02-27","0.02","46","33"
"SWE00137534","MALMO A, SW","2014-02-28","0.32","44","38"
"SWE00137534","MALMO A, SW","2014-03-01","0.00","42","37"
"SWE00137534","MALMO A, SW","2014-03-02","0.00","39","35"
"SWE00137534","MALMO A, SW","2014-03-03","0.00","40","33"
"SWE00137534","MALMO A, SW","2014-03-04","0.00","44","36"
"SWE00137534","MALMO A, SW","2014-03-05","0.00","43","32"
"SWE00137534","MALMO A, SW","2014-03-06","0.00","41","33"
"SWE00137534","MALMO A, SW","2014-03-07","0.02","47","37"
"SWE00137534","MALMO A, SW","2014-03-08","0.00","49","33"
"SWE00137534","MALMO A, SW","2014-03-09","0.00","54","36"
"SWE00137534","MALMO A, SW","2014-03-10","0.00","61","38"
"SWE00137534","MALMO A, SW","2014-03-11","0.00","53","30"
"SWE00137534","MALMO A, SW","2014-03-12","0.00","53","28"
"SWE00137534","MALMO A, SW","2014-03-13","0.00","56","30"
"SWE00137534","MALMO A, SW","2014-03-14","0.04","49","39"
"SWE00137534","MALMO A, SW","2014-03-15","0.01","49","42"
"SWE00137534","MALMO A, SW","2014-03-16","0.25","47","42"
"SWE00137534","MALMO A, SW","2014-03-17","0.04","49","45"
"SWE00137534","MALMO A, SW","2014-03-18","0.03","51","44"
"SWE00137534","MALMO A, SW","2014-03-19","0.01","48","43"
"SWE00137534","MALMO A, SW","2014-03-20","0.00","58","45"
"SWE00137534","MALMO A, SW","2014-03-21","0.27","54","40"
"SWE00137534","MALMO A, SW","2014-03-22","0.14","46","36"
"SWE00137534","MALMO A, SW","2014-03-23","0.00","50","38"
"SWE00137534","MALMO A, SW","2014-03-24","0.00","50","31"
"SWE00137534","MALMO A, SW","2014-03-25","0.27","47","30"
"SWE00137534","MALMO A, SW","2014-03-26","0.00","44","35"
"SWE00137534","MALMO A, SW","2014-03-27","0.00","42","28"
"SWE00137534","MALMO A, SW","2014-03-28","0.00","57","39"
"SWE00137534","MALMO A, SW","2014-03-29","0.00","58","34"
"SWE00137534","MALMO A, SW","2014-03-30","0.00","56","29"
"SWE00137534","MALMO A, SW","2014-03-31","0.00","57","31"
"SWE00137534","MALMO A, SW","2014-04-01","0.00","47","33"
"SWE00137534","MALMO A, SW","2014-04-02","0.00","47","32"
"SWE00137534","MALMO A, SW","2014-04-03","0.00","53","36"
"SWE00137534","MALMO A, SW","2014-04-04","0.00","46","29"
"SWE00137534","MALMO A, SW","2014-04-05","0.01","45","35"
"SWE00137534","MALMO A, SW","2014-04-06","0.14","51","42"
"SWE00137534","MALMO A, SW","2014-04-07","0.01","57","49"
"SWE00137534","MALMO A, SW","2014-04-08","0.10","59","48"
"SWE00137534","MALMO A, SW","2014-04-09","0.01","48","43"
"SWE00137534","MALMO A, SW","2014-04-10","0.00","49","40"
"SWE00137534","MALMO A, SW","2014-04-11","0.02","52","40"
"SWE00137534","MALMO A, SW","2014-04-12","0.07","55","33"
"SWE00137534","MALMO A, SW","2014-04-13","0.19","53","44"
"SWE00137534","MALMO A, SW","2014-04-14","0.07","48","42"
"SWE00137534","MALMO A, SW","2014-04-15","0.00","51","43"
"SWE00137534","MALMO A, SW","2014-04-16","0.00","56","30"
"SWE00137534","MALMO A, SW","2014-04-17","0.36","55","37"
"SWE00137534","MALMO A, SW","2014-04-18","0.00","54","36"
"SWE00137534","MALMO A, SW","2014-04-19","0.00","65","35"
"SWE00137534","MALMO A, SW","2014-04-20","0.00","67","44"
"SWE00137534","MALMO A, SW","2014-04-21","0.00","65","51"
"SWE00137534","MALMO A, SW","2014-04-22","0.00","67","49"
"SWE00137534","MALMO A, SW","2014-04-23","0.01","60","46"
"SWE00137534","MALMO A, SW","2014-04-24","0.00","52","42"
"SWE00137534","MALMO A, SW","2014-04-25","0.00","66","44"
"SWE00137534","MALMO A, SW","2014-04-26","0.00","69","40"
"SWE00137534","MALMO A, SW","2014-04-27","0.00","69","41"
"SWE00137534","MALMO A, SW","2014-04-28","0.00","68","34"
"SWE00137534","MALMO A, SW","2014-04-29","0.00","69","36"
"SWE00137534","MALMO A, SW","2014-04-30","0.00","64","42"
"SWE00137534","MALMO A, SW","2014-05-01","0.00","59","45"
"SWE00137534","MALMO A, SW","2014-05-02","0.00","52","36"
"SWE00137534","MALMO A, SW","2014-05-03","0.00","57","37"
"SWE00137534","MALMO A, SW","2014-05-04","0.00","57","42"
"SWE00137534","MALMO A, SW","2014-05-05","0.00","57","34"
"SWE00137534","MALMO A, SW","2014-05-06","0.02","56","46"
"SWE00137534","MALMO A, SW","2014-05-07","0.35","59","45"
"SWE00137534","MALMO A, SW","2014-05-08","0.10","59","49"
"SWE00137534","MALMO A, SW","2014-05-09","0.22","59","50"
"SWE00137534","MALMO A, SW","2014-05-10","0.36","59","48"
"SWE00137534","MALMO A, SW","2014-05-11","0.03","58","49"
"SWE00137534","MALMO A, SW","2014-05-12","0.35","58","48"
"SWE00137534","MALMO A, SW","2014-05-13","0.11","56","49"
"SWE00137534","MALMO A, SW","2014-05-14","0.02","59","47"
"SWE00137534","MALMO A, SW","2014-05-15","0.00","62","42"
"SWE00137534","MALMO A, SW","2014-05-16","0.00","62","43"
"SWE00137534","MALMO A, SW","2014-05-17","0.00","68","44"
"SWE00137534","MALMO A, SW","2014-05-18","0.41","62","48"
"SWE00137534","MALMO A, SW","2014-05-19","0.00","67","51"
"SWE00137534","MALMO A, SW","2014-05-20","0.00","70","46"
"SWE00137534","MALMO A, SW","2014-05-21","0.00","74","47"
